index,확인용,입출금구분,거래코드,적요,최소금액,최대금액,대분류,분류,적요일련번호,금융회사,데이터셋출처,출처번호,적요구조,적요구조일련번호,적요 설명,분류번호,단어,단어일련번호,단어의미,개체명,완료여부,적요_pre,적요길이,적요반대_pre
9428,9428,입금,인터넷뱅킹 대량이체,서울시기술교육원수탁,"15,000","100,000",입금이체,회사입금,,,,,,,,,,,,,,서울시기술교육원수탁,10,탁수원육교술기시울서
9433,9433,입금,전자뱅킹예약건별이체,서울시보라매인터넷중,"921,000","1,921,000",입금이체,회사입금,,,,,,,,,,,,,,서울시보라매인터넷중,10,중넷터인매라보시울서
9434,9434,입금,인터넷뱅킹 대량이체,서울시북부여성발전센, - ,"313,000",입금이체,회사입금,,,,,,,,,,,,,,서울시북부여성발전센,10,센전발성여부북시울서
9435,9435,입금,인터넷뱅킹 대량이체,서울시장애인복지관협, - ,"50,000",입금이체,회사입금,,,,,,,,,,,,,,서울시장애인복지관협,10,협관지복인애장시울서
9436,9436,입금,인터넷뱅킹 대량이체,서울시재가노인복지협,"164,000","164,000",입금이체,회사입금,,,,,,,,,,,,,,서울시재가노인복지협,10,협지복인노가재시울서
9437,9437,입금,인터넷뱅킹 대량이체,서울시중부여성발전센,"600,000","619,000",입금이체,회사입금,,,,,,,,,,,,,,서울시중부여성발전센,10,센전발성여부중시울서
9440,9440,입금,인터넷뱅킹 대량이체,서울시학교밖청소년지, - , - ,입금이체,회사입금,,,,,,,,,,,,,,서울시학교밖청소년지,10,지년소청밖교학시울서
9453,9453,입금,인터넷뱅킹 대량이체,서울의료원세금환급분,"2,330,000","2,330,000",입금이체,환급/환불,,,,,,,,,,,,,,서울의료원세금환급분,10,분급환금세원료의울서
9455,9455,입금,인터넷뱅킹 대량이체,서울장애인자립생활센, - , - ,입금이체,회사입금,,,,,,,,,,,,,,서울장애인자립생활센,10,센활생립자인애장울서
9456,9456,입금,전자뱅킹예약건별이체,서울장애인편의증진기,"1,895,000","1,895,000",입금이체,회사입금,,,,,,,,,,,,,,서울장애인편의증진기,10,기진증의편인애장울서
9460,9460,입금,인터넷뱅킹 대량이체,서울종합간호요양센터, - , - ,입금이체,회사입금,,,,,,,,,,,,,,서울종합간호요양센터,10,터센양요호간합종울서
9468,9468,입금,전자뱅킹예약건별이체,서울청소년문화교류센,"5,844,000","5,844,000",입금이체,회사입금,,,,,,,,,,,,,,서울청소년문화교류센,10,센류교화문년소청울서
9471,9471,입금,인터넷뱅킹 대량이체,서울특별시강서구시설,"30,000","1,482,000",입금이체,회사입금,,,,,,,,,,,,,,서울특별시강서구시설,10,설시구서강시별특울서
9472,9472,입금,인터넷뱅킹 대량이체,서울특별시동대문구시, - , - ,입금이체,회사입금,,,,,,,,,,,,,,서울특별시동대문구시,10,시구문대동시별특울서
9473,9473,입금,인터넷뱅킹 대량이체,서울특별시동부기술교, - ,"4,851,000",입금이체,회사입금,,,,,,,,,,,,,,서울특별시동부기술교,10,교술기부동시별특울서
9474,9474,입금,인터넷뱅킹 대량이체,서울특별시동부여성발, - ,"10,000",입금이체,회사입금,,,,,,,,,,,,,,서울특별시동부여성발,10,발성여부동시별특울서
9475,9475,입금,인터넷뱅킹 대량이체,서울특별시립양천주민, - ,"254,000",입금이체,회사입금,,,,,,,,,,,,,,서울특별시립양천주민,10,민주천양립시별특울서
9476,9476,입금,인터넷뱅킹 대량이체,서울특별시사회복지사, - , - ,입금이체,회사입금,,,,,,,,,,,,,,서울특별시사회복지사,10,사지복회사시별특울서
9477,9477,입금,인터넷뱅킹 대량이체,서울특별시성동구도시,"3,000","500,000",입금이체,회사입금,,,,,,,,,,,,,,서울특별시성동구도시,10,시도구동성시별특울서
9478,9478,입금,인터넷뱅킹 대량이체,서울특별시송파구시설,"100,000","1,730,000",입금이체,회사입금,,,,,,,,,,,,,,서울특별시송파구시설,10,설시구파송시별특울서
9479,9479,입금,인터넷뱅킹 대량이체,서울특별시영등포구시,"7,000","14,000",입금이체,회사입금,,,,,,,,,,,,,,서울특별시영등포구시,10,시구포등영시별특울서
9480,9480,입금,인터넷뱅킹 대량이체,서울특별시은평구시설,"24,000","66,000",입금이체,회사입금,,,,,,,,,,,,,,서울특별시은평구시설,10,설시구평은시별특울서
9481,9481,입금,인터넷뱅킹 대량이체,서울특별시중랑구시설, - ,"3,950,000",입금이체,회사입금,,,,,,,,,,,,,,서울특별시중랑구시설,10,설시구랑중시별특울서
9497,9497,입금,인터넷뱅킹 대량이체,서초구육아종합지원센,"299,000","299,000",입금이체,회사입금,,,,,,,,,,,,,,서초구육아종합지원센,10,센원지합종아육구초서
9501,9501,입금,일반대외대량 입금이체,서초래미안입주자대표, - ,"350,000",소득,기타소득,,,,,,,,,,,,,,서초래미안입주자대표,10,표대자주입안미래초서
9654,9654,입금,급여 입금이체,성덕의료재단간절곶급,"2,253,000","2,737,000",입금이체,회사입금,,,,,,,,,,,,,,성덕의료재단간절곶급,10,급곶절간단재료의덕성
9655,9655,입금,급여 입금이체,성덕의료재단위너스급,"641,000","3,379,000",입금이체,회사입금,,,,,,,,,,,,,,성덕의료재단위너스급,10,급스너위단재료의덕성
9674,9674,입금,전자뱅킹예약건별이체,성모척척통증의학과김,"4,959,000","4,959,000",입금이체,회사입금,,,,,,,,,,,,,,성모척척통증의학과김,10,김과학의증통척척모성
9729,9729,입금,전자뱅킹예약건별이체,세계선교그리스도의교,"1,200,000","1,200,000",소득,기타소득,,,,,,,,,,,,,,세계선교그리스도의교,10,교의도스리그교선계세
9730,9730,입금,인터넷뱅킹 대량이체,세계평화청년학생연합,"5,551,000","5,551,000",소득,기타소득,,,,,,,,,,,,,,세계평화청년학생연합,10,합연생학년청화평계세
9770,9770,입금,인터넷뱅킹 대량이체,세액로즈베이（골라라,"41,000","41,000",입금이체,환급/환불,,,,,,,,,,,,,,세액로즈베이（골라라,10,라라골（이베즈로액세
9772,9772,입금,인터넷뱅킹 대량이체,세액위드마리（골라라,"1,000","1,000",입금이체,환급/환불,,,,,,,,,,,,,,세액위드마리（골라라,10,라라골（리마드위액세
9773,9773,입금,인터넷뱅킹 대량이체,세액하비월드（골라라,"37,000","297,000",입금이체,환급/환불,,,,,,,,,,,,,,세액하비월드（골라라,10,라라골（드월비하액세
9812,9812,입금,인터넷뱅킹 대량이체,세종대학교산학협력단,"304,000","4,560,000",입금이체,지원금/장학금,,,,,,,,,,,,,,세종대학교산학협력단,10,단력협학산교학대종세
9862,9862,입금,인터넷뱅킹 대량이체,소노인터내셔널（건설, - ,"186,000",입금이체,회사입금,,,,,,,,,,,,,,소노인터내셔널（건설,10,설건（널셔내터인노소
9941,9941,입금,인터넷뱅킹 대량이체,송파구선거관리위원회, - , - ,입금이체,회사입금,,,,,,,,,,,,,,송파구선거관리위원회,10,회원위리관거선구파송
9982,9982,입금,인터넷뱅킹 대량이체,수서명화종합사회복지,"584,000","584,000",입금이체,회사입금,,,,,,,,,,,,,,수서명화종합사회복지,10,지복회사합종화명서수
10012,10012,입금,일반대외대량 입금이체,수정아파트관리사무소, - , - ,소득,기타소득,,,,,,,,,,,,,,수정아파트관리사무소,10,소무사리관트파아정수
10013,10013,입금,급여 입금이체,수정아파트입주자대표, - ,"1,866,000",소득,기타소득,,,,,,,,,,,,,,수정아파트입주자대표,10,표대자주입트파아정수
10062,10062,입금,월지급펀드 분배금 지급-수신서비스부,슈로더월지급아시안에, - , - ,입금이체,기타입금,,,,,,,,,,,,,,슈로더월지급아시안에,10,에안시아급지월더로슈
10072,10072,입금,전자뱅킹예약건별이체,스마일시니어분당재가,"856,000","856,000",입금이체,회사입금,,,,,,,,,,,,,,스마일시니어분당재가,10,가재당분어니시일마스
10086,10086,입금,급여 입금이체,스카이레이크에쿼티파,"15,217,000","15,217,000",입금이체,회사입금,,,,,,,,,,,,,,스카이레이크에쿼티파,10,파티쿼에크이레이카스
10123,10123,입금,인터넷뱅킹 대량이체,승강기안전기술연구원,"40,000","40,000",입금이체,회사입금,,,,,,,,,,,,,,승강기안전기술연구원,10,원구연술기전안기강승
10154,10154,입금,급여 입금이체,시립동부노인전문요양,"300,000","4,504,000",입금이체,회사입금,,,,,,,,,,,,,,시립동부노인전문요양,10,양요문전인노부동립시
10158,10158,입금,인터넷뱅킹 대량이체,시마즈사이언티픽코리, - ,"5,500,000",입금이체,회사입금,,,,,,,,,,,,,,시마즈사이언티픽코리,10,리코픽티언이사즈마시
10169,10169,입금,인터넷뱅킹 대량이체,시월의빛디자인스튜디,"2,536,000","2,536,000",입금이체,회사입금,,,,,,,,,,,,,,시월의빛디자인스튜디,10,디튜스인자디빛의월시
10184,10184,입금,급여 입금이체,시화한신아파트관리사,"3,484,000","3,484,000",소득,기타소득,,,,,,,,,,,,,,시화한신아파트관리사,10,사리관트파아신한화시
10229,10229,입금,인터넷뱅킹 대량이체,신성신안쌍용진흥아파,"30,000","30,000",소득,기타소득,,,,,,,,,,,,,,신성신안쌍용진흥아파,10,파아흥진용쌍안신성신
10329,10329,입금,인터넷뱅킹 대량이체,신한국가정연합제일지,"42,000","42,000",소득,기타소득,,,,,,,,,,,,,,신한국가정연합제일지,10,지일제합연정가국한신
10802,10802,입금,인터넷뱅킹 대량이체,실로암시각장애인복지,"100,000","100,000",입금이체,회사입금,,,,,,,,,,,,,,실로암시각장애인복지,10,지복인애장각시암로실
10818,10818,입금,인터넷뱅킹 대량이체,심팩인더스트리ＦｅＳ,"22,572,000","22,572,000",입금이체,회사입금,,,,,,,,,,,,,,심팩인더스트리ＦｅＳ,10,ＳｅＦ리트스더인팩심
10827,10827,입금,인터넷뱅킹 대량이체,쌍용자동차서수원사업, - ,"3,001,000",입금이체,회사입금,,,,,,,,,,,,,,쌍용자동차서수원사업,10,업사원수서차동자용쌍
10858,10858,입금,인터넷뱅킹 대량이체,씨앤에이치캐피탈주식, - ,"2,475,000",입금이체,회사입금,,,,,,,,,,,,,,씨앤에이치캐피탈주식,10,식주탈피캐치이에앤씨
10863,10863,입금,인터넷뱅킹 대량이체,씨에스케이네트워킹주,"200,000","200,000",입금이체,회사입금,,,,,,,,,,,,,,씨에스케이네트워킹주,10,주킹워트네이케스에씨
10873,10873,입금,인터넷뱅킹 대량이체,씨엠에이씨지엠코리아,"21,000","297,000",입금이체,회사입금,,,,,,,,,,,,,,씨엠에이씨지엠코리아,10,아리코엠지씨이에엠씨
10880,10880,입금,인터넷뱅킹 대량이체,씨제이라이브시티연차,"1,784,000","1,784,000",소득,급여,,,,,,,,,,,,,,씨제이라이브시티연차,10,차연티시브이라이제씨
10881,10881,입금,인터넷뱅킹 대량이체,씨제이라이브시티주택, - , - ,입금이체,복리후생비/경비,,,,,,,,,,,,,,씨제이라이브시티주택,10,택주티시브이라이제씨
10882,10882,입금,인터넷뱅킹 대량이체,씨제이라이브시티지원,"80,000","1,050,000",입금이체,지원금/장학금,,,,,,,,,,,,,,씨제이라이브시티지원,10,원지티시브이라이제씨
10884,10884,입금,인터넷뱅킹 대량이체,씨제이씨푸드사내근로,"40,000","40,000",입금이체,회사입금,,,,,,,,,,,,,,씨제이씨푸드사내근로,10,로근내사드푸씨이제씨
10890,10890,입금,인터넷뱅킹 대량이체,씨제이포디플렉스주식,"100,000","122,000",입금이체,회사입금,,,,,,,,,,,,,,씨제이포디플렉스주식,10,식주스렉플디포이제씨
10954,10954,입금,인터넷뱅킹 대량이체,아반스트레이트코리아,"22,000","164,000",입금이체,회사입금,,,,,,,,,,,,,,아반스트레이트코리아,10,아리코트이레트스반아
10989,10989,입금,인터넷뱅킹 대량이체,아이디어스오프라인클,"34,000","34,000",소득,기타소득,,,,,,,,,,,,,,아이디어스오프라인클,10,클인라프오스어디이아
10990,10990,입금,인터넷뱅킹 대량이체,아이디어스온라인클래, - ,"32,000",소득,기타소득,,,,,,,,,,,,,,아이디어스온라인클래,10,래클인라온스어디이아
11001,11001,입금,전자뱅킹예약건별이체,아이에스엔지니어링（,"850,000","850,000",입금이체,회사입금,,,,,,,,,,,,,,아이에스엔지니어링（,10,（링어니지엔스에이아
11002,11002,입금,인터넷뱅킹 대량이체,아이엠아이울산（골라,"16,000","2,041,000",소득,사업소득,,,,,,,,,,,,,,아이엠아이울산（골라,10,라골（산울이아엠이아
11012,11012,입금,전자뱅킹예약건별이체,아이티벤처타워관리단, - , - ,입금이체,회사입금,,,,,,,,,,,,,,아이티벤처타워관리단,10,단리관워타처벤티이아
11015,11015,입금,전자뱅킹예약건별이체,아이호식품기계코리아,"4,073,000","4,073,000",입금이체,회사입금,,,,,,,,,,,,,,아이호식품기계코리아,10,아리코계기품식호이아
11030,11030,입금,전자뱅킹예약건별이체,아쥬르필라테스강남역,"9,155,000","9,155,000",입금이체,회사입금,,,,,,,,,,,,,,아쥬르필라테스강남역,10,역남강스테라필르쥬아
11032,11032,입금,급여 입금이체,아크로비스타입주자대,"2,011,000","3,037,000",소득,기타소득,,,,,,,,,,,,,,아크로비스타입주자대,10,대자주입타스비로크아
11042,11042,입금,급여 입금이체,아티언스세뱃돈받아용,"5,000,000","5,000,000",입금이체,경조사/용돈입금,,,,,,,,,,,,,,아티언스세뱃돈받아용,10,용아받돈뱃세스언티아
11055,11055,입금,급여 입금이체,안산조은재활요양병원,"1,705,000","11,595,000",입금이체,회사입금,,,,,,,,,,,,,,안산조은재활요양병원,10,원병양요활재은조산안
11056,11056,입금,일반대외대량 입금이체,안산출입국·외국인사,"300,000","300,000",입금이체,회사입금,,,,,,,,,,,,,,안산출입국·외국인사,10,사인국외·국입출산안
11063,11063,입금,급여 입금이체,안양시장애인자립생활, - ,"1,833,000",입금이체,회사입금,,,,,,,,,,,,,,안양시장애인자립생활,10,활생립자인애장시양안
11064,11064,입금,인터넷뱅킹 대량이체,안양역세권지구재개발,"30,000","50,000",소득,기타소득,,,,,,,,,,,,,,안양역세권지구재개발,10,발개재구지권세역양안
11074,11074,입금,인터넷뱅킹 대량이체,안전인센티브궤도공영,"609,000","609,000",소득,급여,,,,,,,,,,,,,,안전인센티브궤도공영,10,영공도궤브티센인전안
11093,11093,입금,인터넷뱅킹 대량이체,알볼로대새피자프로모,"16,000","16,000",금융수익,페이백,,,,,,,,,,,,,,알볼로대새피자프로모,10,모로프자피새대로볼알
11109,11109,입금,인터넷뱅킹 대량이체,알피코드제일차유한회,"1,000","20,600,000",입금이체,회사입금,,,,,,,,,,,,,,알피코드제일차유한회,10,회한유차일제드코피알
11141,11141,입금,인터넷뱅킹 대량이체,야놀자（데일리레스토,"342,000","342,000",입금이체,회사입금,,,,,,,,,,,,,,야놀자（데일리레스토,10,토스레리일데（자놀야
11181,11181,입금,인터넷뱅킹 대량이체,양천구선거관리위원회, - ,"50,000",입금이체,회사입금,,,,,,,,,,,,,,양천구선거관리위원회,10,회원위리관거선구천양
11187,11187,입금,인터넷뱅킹 대량이체,양천문화재단해맞이역,"20,000","20,000",입금이체,회사입금,,,,,,,,,,,,,,양천문화재단해맞이역,10,역이맞해단재화문천양
11255,11255,입금,인터넷뱅킹 대량이체,에스씨엠생명과학주식,"41,000","41,000",입금이체,회사입금,,,,,,,,,,,,,,에스씨엠생명과학주식,10,식주학과명생엠씨스에
11261,11261,입금,급여 입금이체,에스앤아이캐피탈대부,"2,723,000","4,962,000",입금이체,회사입금,,,,,,,,,,,,,,에스앤아이캐피탈대부,10,부대탈피캐이아앤스에
11286,11286,입금,인터넷뱅킹 대량이체,에스케이시큐리티주식,"4,034,000","4,034,000",입금이체,회사입금,,,,,,,,,,,,,,에스케이시큐리티주식,10,식주티리큐시이케스에
11287,11287,입금,인터넷뱅킹 대량이체,에스케이씨인프라서비,"1,000","300,000",입금이체,회사입금,,,,,,,,,,,,,,에스케이씨인프라서비,10,비서라프인씨이케스에
11291,11291,입금,어음만기입금,에스케이하이닉스시스,"10,230,000","10,230,000",입금이체,회사입금,,,,,,,,,,,,,,에스케이하이닉스시스,10,스시스닉이하이케스에
11318,11318,입금,인터넷뱅킹 대량이체,에이블현대호텔앤리조, - ,"6,187,000",입금이체,회사입금,,,,,,,,,,,,,,에이블현대호텔앤리조,10,조리앤텔호대현블이에
11319,11319,입금,전자뱅킹예약건별이체,에이비에이베어스주식,"2,499,000","2,499,000",입금이체,회사입금,,,,,,,,,,,,,,에이비에이베어스주식,10,식주스어베이에비이에
11326,11326,입금,급여 입금이체,에이스트윈타워자치위,"2,052,000","2,135,000",입금이체,회사입금,,,,,,,,,,,,,,에이스트윈타워자치위,10,위치자워타윈트스이에
11333,11333,입금,전자뱅킹예약건별이체,에이알메디컴아이앤씨,"100,000","100,000",입금이체,회사입금,,,,,,,,,,,,,,에이알메디컴아이앤씨,10,씨앤이아컴디메알이에
11344,11344,입금,어음만기입금,에이치디씨현대산업개,"25,851,000","25,851,000",입금이체,회사입금,,,,,,,,,,,,,,에이치디씨현대산업개,10,개업산대현씨디치이에
11354,11354,입금,인터넷뱅킹 대량이체,에이치유크레디트대부,"194,000","194,000",입금이체,회사입금,,,,,,,,,,,,,,에이치유크레디트대부,10,부대트디레크유치이에
11356,11356,입금,인터넷뱅킹 대량이체,에이치치삼산（골라라,"18,000","55,000",소득,사업소득,,,,,,,,,,,,,,에이치치삼산（골라라,10,라라골（산삼치치이에
11364,11364,입금,인터넷뱅킹 대량이체,에이피에스머티리얼즈,"439,000","511,000",입금이체,회사입금,,,,,,,,,,,,,,에이피에스머티리얼즈,10,즈얼리티머스에피이에
11390,11390,입금,전자뱅킹예약건별이체,엔제이피코퍼레이션주, - , - ,입금이체,회사입금,,,,,,,,,,,,,,엔제이피코퍼레이션주,10,주션이레퍼코피이제엔
11456,11456,입금,인터넷뱅킹 대량이체,엠케이피사내근로복지,"300,000","1,000,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,엠케이피사내근로복지,10,지복로근내사피이케엠
11474,11474,입금,전자뱅킹예약건별이체,여수복합신도시개발（,"138,000","138,000",입금이체,회사입금,,,,,,,,,,,,,,여수복합신도시개발（,10,（발개시도신합복수여
11507,11507,입금,인터넷뱅킹 대량이체,연구비가톨릭관동대학,"1,200,000","1,200,000",입금이체,지원금/장학금,,,,,,,,,,,,,,연구비가톨릭관동대학,10,학대동관릭톨가비구연
11575,11575,입금,인터넷뱅킹 대량이체,연세대학교연세의료용,"177,000","59,865,000",입금이체,회사입금,,,,,,,,,,,,,,연세대학교연세의료용,10,용료의세연교학대세연
11642,11642,입금,인터넷뱅킹 대량이체,영등포구시설관리공단, - ,"1,625,000",입금이체,회사입금,,,,,,,,,,,,,,영등포구시설관리공단,10,단공리관설시구포등영
11643,11643,입금,일반대외대량 입금이체,영등포구시설관리공단, - ,"1,625,000",입금이체,회사입금,,,,,,,,,,,,,,영등포구시설관리공단,10,단공리관설시구포등영
11697,11697,입금,인터넷뱅킹 대량이체,예술체육비전국가장학,"4,492,000","4,492,000",입금이체,지원금/장학금,,,,,,,,,,,,,,예술체육비전국가장학,10,학장가국전비육체술예
11728,11728,입금,인터넷뱅킹 대량이체,오비에스경인티브이주, - ,"338,000",입금이체,회사입금,,,,,,,,,,,,,,오비에스경인티브이주,10,주이브티인경스에비오
11740,11740,입금,인터넷뱅킹 대량이체,오산대학교산학협력단,"300,000","2,292,000",입금이체,지원금/장학금,,,,,,,,,,,,,,오산대학교산학협력단,10,단력협학산교학대산오
11744,11744,입금,급여 입금이체,오산시장애인심부름센,"108,000","2,529,000",입금이체,회사입금,,,,,,,,,,,,,,오산시장애인심부름센,10,센름부심인애장시산오
11763,11763,입금,급여 입금이체,오에스디엔지니어링앤,"1,394,000","1,394,000",입금이체,회사입금,,,,,,,,,,,,,,오에스디엔지니어링앤,10,앤링어니지엔디스에오
11782,11782,입금,전자뱅킹예약건별이체,오티에프테크놀러지주,"3,291,000","3,291,000",입금이체,회사입금,,,,,,,,,,,,,,오티에프테크놀러지주,10,주지러놀크테프에티오
11814,11814,입금,인터넷뱅킹 대량이체,올리브네트웍스연차수,"1,789,000","5,173,000",소득,급여,,,,,,,,,,,,,,올리브네트웍스연차수,10,수차연스웍트네브리올
11815,11815,입금,인터넷뱅킹 대량이체,올리브네트웍스영업활,"280,000","280,000",소득,기타소득,,,,,,,,,,,,,,올리브네트웍스영업활,10,활업영스웍트네브리올
11816,11816,입금,인터넷뱅킹 대량이체,올리브네트웍스인센티,"6,180,000","16,698,000",소득,급여,,,,,,,,,,,,,,올리브네트웍스인센티,10,티센인스웍트네브리올
11830,11830,입금,인터넷뱅킹 대량이체,올어바웃마켓（골라라,"12,000","12,000",소득,사업소득,,,,,,,,,,,,,,올어바웃마켓（골라라,10,라라골（켓마웃바어올
11940,11940,입금,일반대외대량 입금이체,우리은행신용협동조합,"1,000","13,710,000",입금이체,회사입금,,,,,,,,,,,,,,우리은행신용협동조합,10,합조동협용신행은리우
11941,11941,입금,일반대외대량 입금이체,우리은행직원만족센터, - ,"1,058,000",입금이체,회사입금,,,,,,,,,,,,,,우리은행직원만족센터,10,터센족만원직행은리우
12001,12001,입금,인터넷뱅킹 대량이체,우석이엔씨건축사사무,"18,422,000","18,422,000",입금이체,회사입금,,,,,,,,,,,,,,우석이엔씨건축사사무,10,무사사축건씨엔이석우
12344,12344,입금,급여 입금이체,위드어스엔터테인먼트,"484,000","484,000",입금이체,회사입금,,,,,,,,,,,,,,위드어스엔터테인먼트,10,트먼인테터엔스어드위
12352,12352,입금,인터넷뱅킹 대량이체,위아마그나파워트레인,"586,000","586,000",입금이체,회사입금,,,,,,,,,,,,,,위아마그나파워트레인,10,인레트워파나그마아위
12381,12381,입금,급여 입금이체,유니베라새공릉대리점,"138,000","138,000",입금이체,회사입금,,,,,,,,,,,,,,유니베라새공릉대리점,10,점리대릉공새라베니유
12534,12534,입금,전자뱅킹예약건별이체,은평신사재가방문요양,"687,000","2,631,000",입금이체,회사입금,,,,,,,,,,,,,,은평신사재가방문요양,10,양요문방가재사신평은
12541,12541,입금,인터넷뱅킹 대량이체,음악강사（더블베이스,"998,000","998,000",소득,기타소득,,,,,,,,,,,,,,음악강사（더블베이스,10,스이베블더（사강악음
12592,12592,입금,인터넷뱅킹 대량이체,이단옆차기실용음악학,"2,848,000","2,848,000",입금이체,회사입금,,,,,,,,,,,,,,이단옆차기실용음악학,10,학악음용실기차옆단이
12612,12612,입금,전자뱅킹예약건별이체,이랜드리테일사내근로,"50,000","50,000",입금이체,회사입금,,,,,,,,,,,,,,이랜드리테일사내근로,10,로근내사일테리드랜이
12620,12620,입금,인터넷뱅킹 대량이체,이러닝지식교육강의제,"200,000","200,000",소득,기타소득,,,,,,,,,,,,,,이러닝지식교육강의제,10,제의강육교식지닝러이
12806,12806,입금,월지급펀드 분배금 지급-수신서비스부,이지스글로벌부동산투, - , - ,금융수익,저축/투자,,,,,,,,,,,,,,이지스글로벌부동산투,10,투산동부벌로글스지이
12929,12929,입금,전자뱅킹예약건별이체,인포블록스코리아유한,"5,761,000","5,761,000",입금이체,회사입금,,,,,,,,,,,,,,인포블록스코리아유한,10,한유아리코스록블포인
12938,12938,입금,인터넷뱅킹 대량이체,일감금호고양지축임경,"1,988,000","1,988,000",입금이체,기타입금,,,,,,,,,,,,,,일감금호고양지축임경,10,경임축지양고호금감일
12939,12939,입금,인터넷뱅킹 대량이체,일감한양청량리차영병,"2,723,000","3,536,000",입금이체,회사입금,,,,,,,,,,,,,,일감한양청량리차영병,10,병영차리량청양한감일
12944,12944,입금,급여 입금이체,일동바이오사이언스（,"3,013,000","3,013,000",입금이체,회사입금,,,,,,,,,,,,,,일동바이오사이언스（,10,（스언이사오이바동일
13061,13061,입금,인터넷뱅킹 대량이체,자가진단키드구입지원,"60,000","60,000",입금이체,지원금/장학금,,,,,,,,,,,,,,자가진단키드구입지원,10,원지입구드키단진가자
13067,13067,입금,인터넷뱅킹 대량이체,자녀장학금♡포스코휴,"1,000,000","5,150,000",입금이체,지원금/장학금,,,,,,,,,,,,,,자녀장학금♡포스코휴,10,휴코스포♡금학장녀자
13086,13086,입금,인터넷뱅킹 대량이체,작은창큰풍경협동조합,"6,000","6,000",소득,기타소득,,,,,,,,,,,,,,작은창큰풍경협동조합,10,합조동협경풍큰창은작
13239,13239,입금,전자뱅킹예약건별이체,전국개별화물자동차운, - , - ,소득,기타소득,,,,,,,,,,,,,,전국개별화물자동차운,10,운차동자물화별개국전
13292,13292,입금,전자뱅킹예약건별이체,전재현선우회전시축하,"100,000","100,000",입금이체,경조사/용돈입금,,,,,,,,,,,,,,전재현선우회전시축하,10,하축시전회우선현재전
13328,13328,입금,인터넷뱅킹 대량이체,정기상여종근당바이오, - ,"1,273,000",소득,급여,,,,,,,,,,,,,,정기상여종근당바이오,10,오이바당근종여상기정
13333,13333,입금,인터넷뱅킹 대량이체,정다운재가노인복지센,"327,000","629,000",입금이체,회사입금,,,,,,,,,,,,,,정다운재가노인복지센,10,센지복인노가재운다정
13437,13437,입금,어음만기입금,제이더블유생명과학주,"1,091,000","24,090,000",입금이체,회사입금,,,,,,,,,,,,,,제이더블유생명과학주,10,주학과명생유블더이제
13438,13438,입금,어음만기입금,제이더블유중외제약주, - ,"20,350,000",입금이체,회사입금,,,,,,,,,,,,,,제이더블유중외제약주,10,주약제외중유블더이제
13446,13446,입금,전자뱅킹예약건별이체,제이씨에셋자산운용주, - , - ,입금이체,회사입금,,,,,,,,,,,,,,제이씨에셋자산운용주,10,주용운산자셋에씨이제
13477,13477,입금,전자뱅킹예약건별이체,제일국제아이피에스（,"4,674,000","4,674,000",입금이체,회사입금,,,,,,,,,,,,,,제일국제아이피에스（,10,（스에피이아제국일제
13517,13517,입금,인터넷뱅킹 대량이체,제휴모바일（엠트웰브, - ,"1,142,000",입금이체,환급/환불,,,,,,,,,,,,,,제휴모바일（엠트웰브,10,브웰트엠（일바모휴제
13518,13518,입금,인터넷뱅킹 대량이체,제휴모바일（카카오톡, - ,"4,042,000",입금이체,환급/환불,,,,,,,,,,,,,,제휴모바일（카카오톡,10,톡오카카（일바모휴제
13519,13519,입금,인터넷뱅킹 대량이체,제휴모바일（ＫＴ엠하, - ,"248,000",입금이체,환급/환불,,,,,,,,,,,,,,제휴모바일（ＫＴ엠하,10,하엠ＴＫ（일바모휴제
13635,13635,입금,인터넷뱅킹 대량이체,주나스테크교통비지원,"50,000","50,000",입금이체,생활비입금,,,,,,,,,,,,,,주나스테크교통비지원,10,원지비통교크테스나주
14093,14093,입금,인터넷뱅킹 대량이체,중랑구노동자종합지원,"100,000","100,000",입금이체,회사입금,,,,,,,,,,,,,,중랑구노동자종합지원,10,원지합종자동노구랑중
14123,14123,입금,급여 입금이체,중증장애인독립생활센,"1,002,000","1,881,000",입금이체,회사입금,,,,,,,,,,,,,,중증장애인독립생활센,10,센활생립독인애장증중
14151,14151,입금,급여 입금이체,즐거운세상지점（스시,"2,316,000","2,316,000",입금이체,회사입금,,,,,,,,,,,,,,즐거운세상지점（스시,10,시스（점지상세운거즐
14152,14152,입금,인터넷뱅킹 대량이체,즐거운월급날행복하세,"4,510,000","4,510,000",소득,급여,,,,,,,,,,,,,,즐거운월급날행복하세,10,세하복행날급월운거즐
14347,14347,입금,급여 입금이체,차의과학대학교부속구, - ,"5,038,000",입금이체,회사입금,,,,,,,,,,,,,,차의과학대학교부속구,10,구속부교학대학과의차
14364,14364,입금,인터넷뱅킹 대량이체,창동인터넷중독예방상, - , - ,소득,기타소득,,,,,,,,,,,,,,창동인터넷중독예방상,10,상방예독중넷터인동창
14385,14385,입금,일반대외대량 입금이체,처우개선비구미차병원, - ,"169,000",입금이체,복리후생비/경비,,,,,,,,,,,,,,처우개선비구미차병원,10,원병차미구비선개우처
14543,14543,입금,인터넷뱅킹 대량이체,춘천성심강원도의사회,"10,000","10,000",입금이체,회사입금,,,,,,,,,,,,,,춘천성심강원도의사회,10,회사의도원강심성천춘
